# ./go_flow.d -p 16727
CPU    PID  DELTA(us)          PACKAGE FUNCTION
  9  40148         23               os         -> .epipecheck
  9  40148         25      sync/atomic           -> .StoreInt32
  9  40148         27      sync/atomic           <- .StoreInt32
  9  40148         27      sync/atomic           -> .StoreUint32
  9  40148         28      sync/atomic           <- .StoreUint32
  9  40148         26               os         <- .epipecheck
  9  40148         22               os       <- .(*File).Write
  9  40148         23              fmt       -> .(*pp).free
  9  40148         23              fmt         -> .(*cache).put
  9  40148         22             sync           -> .(*Mutex).Lock
  9  40148         25      sync/atomic             -> .CompareAndSwapInt32
  9  40148         31      sync/atomic             <- .CompareAndSwapInt32
  9  40148         36      sync/atomic             -> .CompareAndSwapUint32
  9  40148         35      sync/atomic             <- .CompareAndSwapUint32
  9  40148         32             sync           <- .(*Mutex).Lock
  9  40148         27             sync           -> .(*Mutex).Unlock
  9  40148         28      sync/atomic             -> .AddInt32
  9  40148         26      sync/atomic             <- .AddInt32
  9  40148         24      sync/atomic             -> .AddUint32
  9  40148         26      sync/atomic             <- .AddUint32
  9  40148         26             sync           <- .(*Mutex).Unlock
  9  40148         24              fmt         <- .(*cache).put
  9  40148         22              fmt       <- .(*pp).free
  9  40148         20              fmt     <- .Fprintf
  9  40148         20              fmt   <- .Printf
  9  40148         20              fmt   -> .Printf
  9  40148         20              fmt     -> .Fprintf
  9  40148         21              fmt       -> .newPrinter
  9  40148         21              fmt         -> .(*cache).get
  9  40148         22             sync           -> .(*Mutex).Lock
  9  40148         26      sync/atomic             -> .CompareAndSwapInt32
  9  40148         30      sync/atomic             <- .CompareAndSwapInt32
  9  40148         32      sync/atomic             -> .CompareAndSwapUint32
  9  40148         30      sync/atomic             <- .CompareAndSwapUint32
  9  40148         26             sync           <- .(*Mutex).Lock
  9  40148         25             sync           -> .(*Mutex).Unlock
  9  40148         28      sync/atomic             -> .AddInt32
  9  40148         26      sync/atomic             <- .AddInt32
  9  40148         28      sync/atomic             -> .AddUint32
  9  40148         28      sync/atomic             <- .AddUint32
  9  40148         28             sync           <- .(*Mutex).Unlock
  9  40148         26              fmt         <- .(*cache).get
  9  40148         25          runtime         -> .assertE2T
  9  40148         34          runtime           -> .memcopy64
  9  40148         24          runtime           <- .memcopy64
  9  40148         34          runtime         <- .assertE2T
  9  40148         23              fmt         -> .(*fmt).init
  9  40148         23              fmt           -> .(*fmt).clearflags
  9  40148         25              fmt           <- .(*fmt).clearflags
  9  40148         24              fmt         <- .(*fmt).init
  9  40148         21              fmt       <- .newPrinter
  9  40148         22              fmt       -> .(*pp).doPrintf
  9  40148         23              fmt       <- .(*pp).doPrintf
  9  40148         24               os       -> .(*File).Write
  9  40148         23               os         -> .(*File).write
  9  40148         22          syscall           -> .Write
  9  40148         22          syscall             -> .write
  9  40148         21          syscall               -> .Syscall
  9  40148         20          runtime                 -> .cgocall
  9  40148         22          runtime                   -> .lockOSThread
  9  40148         39          runtime                   <- .lockOSThread
  9  40148         29          runtime                   -> .entersyscall
  9  40148         27          runtime                     -> .getcallerpc
  9  40148         27          runtime                     <- .getcallerpc
  9  40148         27          runtime                     -> .getcallersp
  9  40148         27          runtime                     <- .getcallersp
  9  40148         34          runtime                     -> .atomicload
